"floors","rooms","width","length","size","area_name","region_name","price","living_size","toilets","ward_name","direction","directionNumber","balconydirection","balconydirectionNumber"
"5","3","4","10","40","Quận Long Biên","Hà Nội","3200000000","40","4","Phường Thạch Bàn","","0","","0"
"3","3","5","38","120","Huyện Hóc Môn","Tp Hồ Chí Minh","12500000000","224","3","Xã Thới Tam Thôn","","6","","0"
"","3","","","100","Thành phố Nha Trang","Khánh Hòa","10500000000","0","0","Phường Vạn Thắng","","0","","0"
"3","4","4","15.5","62","Quận Tân Phú","Tp Hồ Chí Minh","8500000000","170","3","Phường Phú Thạnh","","0","","0"
"5","5","4.5","10.7","48","Quận Long Biên","Hà Nội","4300000000","48","4","Phường Sài Đồng","","0","","0"
"2","2","","","40","Quận Hải Châu","Đà Nẵng","2650000000","0","1","Phường Bình Hiên","","7","","0"
"","1","4","15","60","Quận 12","Tp Hồ Chí Minh","3200000000","60","0","Phường Tân Thới Hiệp","","5","","0"
"3","3","4","17","68","Quận Gò Vấp","Tp Hồ Chí Minh","4690000000","0","3","Phường 14","","0","","0"
"2","1","3","3","9","Quận 6","Tp Hồ Chí Minh","960000000","18","1","Phường 11","","6","","0"
"2","4","6.4","20","130","Quận 7","Tp Hồ Chí Minh","10000000000","130","4","Phường Bình Thuận","","0","","0"
"2","2","3.5","9","36","Quận Thanh Khê","Đà Nẵng","2250000000","75","2","Phường Tân Chính","","8","","0"
"3","3","5","17","85","Quận Liên Chiểu","Đà Nẵng","5500000000","0","3","Phường Hòa Minh","","5","","0"
"1","2","4","13","52","Quận 8","Tp Hồ Chí Minh","1150000000","52","2","Phường 16","","0","","0"
"1","2","4","23","92","Huyện Bình Chánh","Tp Hồ Chí Minh","4900000000","0","2","Xã Vĩnh Lộc A","","3","","0"
"4","4","4.7","14","68","Quận Nam Từ Liêm","Hà Nội","6700000000","250","4","Phường Đại Mỗ","","0","","0"
"","2","5","23","118","Huyện Hóc Môn","Tp Hồ Chí Minh","5100000000","118","0","Xã Tân Hiệp","","0","","0"
"1","3","4","10","40","Huyện Bình Chánh","Tp Hồ Chí Minh","1350000000","80","2","Xã Vĩnh Lộc A","","4","","0"
"6","9","5","25","125","Thành phố Đà Lạt","Lâm Đồng","10000000000","1","7","Phường 6","","0","","0"
"","2","6","20","102","Huyện Hóc Môn","Tp Hồ Chí Minh","4900000000","102","0","Xã Tân Hiệp","","0","","0"
"5","11","8","","104","Thành phố Đà Lạt","Lâm Đồng","11500000000","1","7","Phường 6","","0","","0"
"11","11","12","52","614","Quận 8","Tp Hồ Chí Minh","130000000000","4169","7","Phường 11","","6","","0"
"","11","15","","459","Thành phố Đà Lạt","Lâm Đồng","25000000000","0","7","Phường 9","","0","","0"
"","2","5","21","102","Huyện Hóc Môn","Tp Hồ Chí Minh","4300000000","102","0","Xã Thới Tam Thôn","","0","","0"
"2","2","19","","229","Thành phố Đà Lạt","Lâm Đồng","11500000000","1","2","Phường 8","","0","","0"
"","2","4","16","64","Huyện Hóc Môn","Tp Hồ Chí Minh","2539000000","64","2","Xã Đông Thạnh","","0","","0"
"","4","6.5","15","100","Thành phố Thủ Đức","Tp Hồ Chí Minh","7700000000","0","0","Phường Phước Long B (Quận 9 cũ)","","0","","0"
"4","5","4.2","14.3","60.3","Thành phố Thủ Đức","Tp Hồ Chí Minh","8500000000","240","5","Phường Trường Thọ (Quận Thủ Đức cũ)","","5","","0"
"2","2","3.45","5","18","Quận 6","Tp Hồ Chí Minh","2000000000","45","2","Phường 12","","0","","0"
"4","3","","","30","Quận Bắc Từ Liêm","Hà Nội","2700000000","150","4","Phường Thụy Phương","","0","","0"
"1","2","5","20","96","Quận 7","Tp Hồ Chí Minh","4600000000","96","2","Phường Tân Thuận Tây","","0","","0"
"","4","","","80","Huyện Bình Chánh","Tp Hồ Chí Minh","985000000","0","0","Xã Bình Chánh","","0","","0"
"","3","","","79","Thành phố Thủ Đức","Tp Hồ Chí Minh","3900000000","0","0","Phường Linh Tây (Quận Thủ Đức cũ)","","0","","0"
"3","6","","","65","Thành phố Nha Trang","Khánh Hòa","3100000000","0","0","Phường Vĩnh Phước","","0","","0"
"","4","","","54","Quận 8","Tp Hồ Chí Minh","4800000000","0","5","Phường 1","","0","","0"
"2","2","4.8","7.5","35","Quận Hoàng Mai","Hà Nội","2900000000","35","2","Phường Lĩnh Nam","","3","","0"
"4","3","4.5","9.5","40","Quận Ba Đình","Hà Nội","4490000000","40","3","Phường Kim Mã","","0","","0"
"1","2","3.2","28","110","Quận 8","Tp Hồ Chí Minh","7200000000","110","0","Phường 7","","0","","0"
"4","7","4","21","84","Quận Bình Tân","Tp Hồ Chí Minh","9800000000","0","7","Phường An Lạc A","","0","","0"
"3","4","5","16","80","Quận Hoàng Mai","Hà Nội","6450000000","80","3","Phường Thịnh Liệt","","5","","0"
"6","6","5","10","60","Huyện Thanh Trì","Hà Nội","9200000000","60","5","Xã Tứ Hiệp","","7","","0"
"4","4","3.8","10","38","Quận Hoàng Mai","Hà Nội","5800000000","38","3","Phường Thịnh Liệt","","6","","0"
"5","3","3.7","10","37","Quận Hoàng Mai","Hà Nội","4500000000","37","3","Phường Hoàng Liệt","","6","","0"
"1","2","41","17","73","Quận Bình Tân","Tp Hồ Chí Minh","3790000000","0","2","Phường Tân Tạo","","0","","0"
"","6","5","15","71","Quận Tân Phú","Tp Hồ Chí Minh","7500000000","71","4","Phường Tây Thạnh","","0","","0"
"","3","","","36","Quận Tân Bình","Tp Hồ Chí Minh","3300000000","36","3","Phường 15","","0","","0"
"3","3","4.45","","29","Quận Hai Bà Trưng","Hà Nội","16500000000","29","2","Phường Nguyễn Du","","1","","0"
"4","5","","","51","Quận Bình Tân","Tp Hồ Chí Minh","5300000000","0","0","Phường Bình Trị Đông","","0","","0"
"1","2","4","11","44","Huyện Hóc Môn","Tp Hồ Chí Minh","1650000000","88","2","Xã Xuân Thới Thượng","","0","","0"
"1","2","3.2","28","110","Quận 8","Tp Hồ Chí Minh","7200000000","110","0","Phường 7","","7","","0"
"7","11","6.8","","158","Quận Hai Bà Trưng","Hà Nội","39900000000","1422","7","Phường Bạch Mai","","2","","0"
"4","6","7","20","140","Quận Bình Tân","Tp Hồ Chí Minh","16500000000","0","6","Phường Bình Trị Đông B","","0","","0"
"5","6","5","22","110","Quận Ngũ Hành Sơn","Đà Nẵng","6700000000","0","5","Phường Khuê Mỹ","","0","","0"
"3","2","3","5","14.7","Quận Gò Vấp","Tp Hồ Chí Minh","2150000000","45","3","Phường 16","","0","","0"
"","2","4","10","40","Quận 12","Tp Hồ Chí Minh","1290000000","0","2","Phường Thạnh Lộc","","0","","0"
"2","3","7.3","30","140","Quận 6","Tp Hồ Chí Minh","9000000000","180","0","Phường 14","","5","","0"
"","3","","","70","Quận Gò Vấp","Tp Hồ Chí Minh","4890000000","0","0","Phường 12","","0","","0"
"3","4","5","14","77","Quận 12","Tp Hồ Chí Minh","4890000000","0","4","Phường Tân Thới Nhất","","0","","0"
"3","2","3.2","7","21.4","Quận Bình Thạnh","Tp Hồ Chí Minh","3150000000","85","3","Phường 5","","2","","0"
"5","5","6","18","100","Quận 12","Tp Hồ Chí Minh","7850000000","0","4","Phường Tân Chánh Hiệp","","0","","0"
"3","3","3.5","9.2","32","Quận 10","Tp Hồ Chí Minh","7600000000","110","3","Phường 6","","3","","0"
"","5","5","20","100","Quận Tân Phú","Tp Hồ Chí Minh","12500000000","350","0","Phường Tây Thạnh","","0","","0"
"2","4","5","16","80","Quận Gò Vấp","Tp Hồ Chí Minh","5400000000","0","4","Phường 5","","0","","0"
"3","2","3","7","21","Quận 11","Tp Hồ Chí Minh","3450000000","63","3","Phường 5","","0","","0"
"1","3","4","14","62","Huyện Đức Hòa","Long An","550000000","110","2","Xã Mỹ Hạnh Bắc","","0","","0"
"2","2","4.9","12","51","Quận Gò Vấp","Tp Hồ Chí Minh","3700000000","100","3","Phường 11","Hướng Đông Bắc","5","","0"
"3","4","4","17","68","Huyện Hóc Môn","Tp Hồ Chí Minh","3649000000","204","5","Xã Xuân Thới Thượng","","0","","0"
"","5","5","20","100","Quận Bình Thạnh","Tp Hồ Chí Minh","12900000000","268","5","Phường 13","","0","","0"
"3","4","3.6","14","45","Quận 8","Tp Hồ Chí Minh","4500000000","45","0","Phường 16","","0","","0"
"","2","4","15","60","Quận 12","Tp Hồ Chí Minh","3250000000","0","0","Phường Thạnh Lộc","","0","","0"
"","4","4","14","56","Quận Tân Phú","Tp Hồ Chí Minh","6250000000","210","0","Phường Tây Thạnh","","0","","0"
"4","4","4","17","65","Quận Gò Vấp","Tp Hồ Chí Minh","7150000000","180","5","Phường 8","","8","","0"
"2","2","5","24","104","Quận 7","Tp Hồ Chí Minh","16000000000","186","2","Phường Tân Phú","","0","","0"
"","2","7","","42","Quận Hải Châu","Đà Nẵng","3500000000","84","0","Phường Hải Châu I","","0","","0"
"3","4","4","11","44","Quận 7","Tp Hồ Chí Minh","5000000000","0","0","Phường Tân Quy","","3","","0"
"3","5","4.47","16","61.4","Quận 12","Tp Hồ Chí Minh","4350000000","133","2","Phường Tân Chánh Hiệp","","5","","0"
"","2","6","13.5","101","Huyện Nhà Bè","Tp Hồ Chí Minh","2500000000","101","2","Xã Long Thới","","2","","0"
"","3","3.3","","62","Quận 8","Tp Hồ Chí Minh","4900000000","0","2","Phường 9","","0","","0"
"1","2","4","7","28","Quận 12","Tp Hồ Chí Minh","2500000000","0","2","Phường Thạnh Lộc","","5","","0"
"6","6","","","73","Quận Tây Hồ","Hà Nội","19500000000","73","7","Phường Xuân La","","0","","0"
"","8","8","22","170","Quận Tây Hồ","Hà Nội","33500000000","170","7","Phường Xuân La","","0","","0"
"3","6","4","14","56","Quận Tân Bình","Tp Hồ Chí Minh","8600000000","200","0","Phường 13","","0","","0"
"2","3","4","22.5","91","Quận Tân Phú","Tp Hồ Chí Minh","7000000000","160","2","Phường Tân Quý","","0","","0"
"","2","4","12","48","Quận Tân Phú","Tp Hồ Chí Minh","4100000000","48","2","Phường Tân Quý","","0","","0"
"3","4","4","13","54","Quận 8","Tp Hồ Chí Minh","4850000000","54","5","Phường 1","","7","","0"
"5","5","4","15","62","Quận Tây Hồ","Hà Nội","7100000000","62","4","Phường Xuân La","","0","","0"
"","1","5.5","22","108.9","Thành phố Buôn Ma Thuột","Đắk Lắk","2500000000","0","0","Phường Tân Lợi","","0","","0"
"","4","5.8","","109","Thành phố Vũng Tàu","Bà Rịa - Vũng Tàu","5500000000","0","0","Phường Thắng Nhì","","0","","0"
"5","5","4","14","56","Quận Bình Tân","Tp Hồ Chí Minh","5400000000","260","6","Phường Bình Hưng Hoà A","","1","","0"
"","3","","","112","Thành phố Vũng Tàu","Bà Rịa - Vũng Tàu","5750000000","0","0","Phường Thắng Nhì","Hướng Nam","3","","0"
"","4","4","17","68","Quận 12","Tp Hồ Chí Minh","4450000000","140","5","Phường Thạnh Lộc","","0","","0"
"","3","6","","50","Thành phố Vũng Tàu","Bà Rịa - Vũng Tàu","5800000000","0","0","Phường 4","Hướng Tây Bắc","7","","0"
"","2","","","40","Thành phố Vũng Tàu","Bà Rịa - Vũng Tàu","3350000000","0","2","Phường Thắng Tam","Hướng Đông Nam","6","","0"
"2","2","3.5","11","36","Quận Gò Vấp","Tp Hồ Chí Minh","2000000000","0","2","Phường 14","","0","","0"
"","3","5.45","","50","Thành phố Vũng Tàu","Bà Rịa - Vũng Tàu","5150000000","0","0","Phường Thắng Nhì","Hướng Tây Bắc","7","","0"
"","5","","","263","Thành phố Vũng Tàu","Bà Rịa - Vũng Tàu","32000000000","0","0","Phường 1","","0","","0"
"5","5","4.2","14","64","Quận Bình Tân","Tp Hồ Chí Minh","4800000000","230","0","Phường Bình Trị Đông A","","3","","0"
"2","3","3.25","17","53","Quận 12","Tp Hồ Chí Minh","2200000000","53","2","Phường Thạnh Lộc","","8","","0"
"","2","8","","207","Thành phố Vũng Tàu","Bà Rịa - Vũng Tàu","6500000000","0","0","Phường Thắng Nhì","Hướng Đông Bắc","5","","0"
"5","5","4","","69","Quận Hai Bà Trưng","Hà Nội","29900000000","414","5","Phường Thanh Nhàn","","1","","0"
"","4","","","38","Thành phố Vũng Tàu","Bà Rịa - Vũng Tàu","3570000000","40","0","Phường Thắng Nhì","Hướng Tây Nam","8","","0"
"1","1","4","8","32","Huyện Đức Hòa","Long An","450000000","32","1","Xã Mỹ Hạnh Nam","Hướng Nam","3","","0"
"2","2","4.5","19","86","Thành phố Thủ Dầu Một","Bình Dương","3150000000","100","2","Phường Phú Hòa","","1","","0"
"","5","","","50","Thành phố Vũng Tàu","Bà Rịa - Vũng Tàu","7800000000","0","0","Phường 9","Hướng Đông Nam","6","","0"
"","3","5","30","150","Thành phố Vũng Tàu","Bà Rịa - Vũng Tàu","8500000000","0","0","Phường 8","Hướng Đông Nam","6","","0"
"","7","","","91","Thành phố Thủ Đức","Tp Hồ Chí Minh","5800000000","0","0","Phường Trường Thọ (Quận Thủ Đức cũ)","","0","","0"
"3","5","18","18","326","Huyện Mê Linh","Hà Nội","24000000000","326","4","Thị trấn Quang Minh","","0","","0"
"4","4","3.5","13","43","Quận Tân Bình","Tp Hồ Chí Minh","5600000000","43","4","Phường 13","","0","","0"
"","5","","","60","Quận Tân Phú","Tp Hồ Chí Minh","8170000000","0","0","Phường Tân Sơn Nhì","","0","","0"
"2","3","4","18","67","Quận Tân Bình","Tp Hồ Chí Minh","7900000000","0","3","Phường 9","","0","","0"
"2","2","3","4","12","Quận Tân Phú","Tp Hồ Chí Minh","1680000000","30","1","Phường Tân Quý","","3","","0"
"","6","4.5","16.5","66","Quận Gò Vấp","Tp Hồ Chí Minh","10500000000","66","6","Phường 11","","0","","0"
"4","4","","","90","Quận Ba Đình","Hà Nội","15000000000","0","0","Phường Vĩnh Phúc","","0","","0"
"5","3","3.5","9.5","32","Quận Nam Từ Liêm","Hà Nội","2950000000","150","4","Phường Đại Mỗ","","0","","0"
"4","4","4.5","","64","Quận Ba Đình","Hà Nội","18500000000","70","4","Phường Quán Thánh","","0","","0"
"5","6","5.5","","250","Quận Hai Bà Trưng","Hà Nội","64980000000","250","6","Phường Thanh Nhàn","","5","","0"
"3","3","","","24","Quận Thanh Xuân","Hà Nội","2630000000","0","3","Phường Khương Trung","","0","","0"
"","1","4.37","13","50","Quận 12","Tp Hồ Chí Minh","5250000000","67","2","Phường Trung Mỹ Tây","","8","","0"
"5","4","3.5","","35","Quận Hoàn Kiếm","Hà Nội","18700000000","175","4","Phường Cửa Đông","","8","","0"
"1","3","5","13","61","Quận Ngũ Hành Sơn","Đà Nẵng","5000000000","120","3","Phường Mỹ An","","0","","0"
"1","3","3.4","","71","Quận Hoàn Kiếm","Hà Nội","29500000000","71","3","Phường Hàng Gai","","3","","0"
"2","2","3","9","29","Thành phố Long Xuyên","An Giang","2500000000","58","1","Phường Mỹ Bình","","1","","0"
"2","3","8.1","","156","Quận Hoàn Kiếm","Hà Nội","19900000000","156","3","Phường Đồng Xuân","","6","","0"
"6","4","","","40","Quận Đống Đa","Hà Nội","6800000000","40","5","Phường Khương Thượng","","0","","0"
"2","2","4.4","9.4","41","Quận Phú Nhuận","Tp Hồ Chí Minh","4350000000","0","2","Phường 5","","0","","0"
"","4","","","64","Quận Bình Tân","Tp Hồ Chí Minh","6300000000","0","0","Phường Bình Hưng Hoà A","","0","","0"
"5","4","","","40","Quận Đống Đa","Hà Nội","6800000000","40","5","Phường Khương Thượng","","0","","0"
"1","2","","","74","Quận Thanh Khê","Đà Nẵng","2150000000","90","1","Phường Vĩnh Trung","Hướng Tây","2","","0"
"","2","4","16","64","Quận Tân Phú","Tp Hồ Chí Minh","5950000000","128","0","Phường Tây Thạnh","","0","","0"
"2","3","5","11","51","Quận Gò Vấp","Tp Hồ Chí Minh","4980000000","120","3","Phường 11","","0","","0"
"3","4","4","13","52","Quận Bình Tân","Tp Hồ Chí Minh","5300000000","156","3","Phường Bình Trị Đông","","0","","0"
"2","1","3","6","18","Quận 4","Tp Hồ Chí Minh","2200000000","0","2","Phường 4","","0","","0"
"4","5","5","","65","Quận Tây Hồ","Hà Nội","6850000000","65","3","Phường Bưởi","","0","","0"
"","5","","","96.7","Thành phố Biên Hòa","Đồng Nai","5300000000","0","0","Phường Long Bình Tân","","0","","0"
"4","2","3","8","24","Quận 4","Tp Hồ Chí Minh","2700000000","0","3","Phường 15","","0","","0"
"","4","","","33","Quận Ba Đình","Hà Nội","3300000000","0","3","Phường Ngọc Khánh","","0","","0"
"","4","","","60","Quận Bình Tân","Tp Hồ Chí Minh","5900000000","0","0","Phường Bình Hưng Hoà A","","0","","0"
"","4","4.5","23","105","Thành phố Sóc Trăng","Sóc Trăng","3100000000","267","4","Phường 4","","0","","0"
"","2","4","15","60","Quận Cái Răng","Cần Thơ","740000000","60","1","Phường Hưng Thạnh","","5","","0"
"1","3","4","18.6","74.1","Quận Ninh Kiều","Cần Thơ","2850000000","148","3","Phường An Bình","","8","","0"
"","3","","","33","Huyện Thanh Trì","Hà Nội","2350000000","0","0","Xã Tả Thanh Oai","","0","","0"
"","3","8","","132","Quận Cầu Giấy","Hà Nội","15800000000","0","0","Phường Quan Hoa","","0","","0"
"","2","5","20","100","Thành phố Buôn Ma Thuột","Đắk Lắk","3200000000","100","1","Phường Tân Lợi","","1","","0"
"","3","","","33","Quận Hoàng Mai","Hà Nội","3250000000","0","0","Phường Yên Sở","","0","","0"
"2","2","4","15","60","Quận Gò Vấp","Tp Hồ Chí Minh","5200000000","0","2","Phường 6","","0","","0"
"8","9","5","","33","Quận Thanh Xuân","Hà Nội","6950000000","0","0","Phường Hạ Đình","Hướng Đông Nam","6","","0"
"1","1","7.4","20","86","Quận 7","Tp Hồ Chí Minh","11000000000","101","1","Phường Tân Hưng","","0","","0"
"3","2","","","24","Quận 8","Tp Hồ Chí Minh","1900000000","70","3","Phường 16","","3","","0"
"5","11","6","","85","Quận Tây Hồ","Hà Nội","12900000000","0","0","Phường Xuân La","","0","","0"
"2","2","4","10","40","Quận Hoàng Mai","Hà Nội","1580000000","40","2","Phường Lĩnh Nam","","8","","0"
"","2","","","50","Quận Bình Tân","Tp Hồ Chí Minh","3500000000","0","0","Phường Bình Trị Đông A","","0","","0"
"","4","","","50","Quận Bình Tân","Tp Hồ Chí Minh","5300000000","0","0","Phường Bình Trị Đông A","","0","","0"
"5","4","4.2","","58","Quận Thanh Xuân","Hà Nội","13500000000","0","0","Phường Khương Mai","","0","","0"
"2","2","4","15","60","Quận Bình Thạnh","Tp Hồ Chí Minh","5200000000","0","2","Phường 13","","0","","0"
"2","2","5","","140","Quận 12","Tp Hồ Chí Minh","12000000000","0","0","Phường Thới An","","0","","0"
"4","2","3.3","","30","Quận Cầu Giấy","Hà Nội","5590000000","0","3","Phường Quan Hoa","","0","","0"
"","5","4","15","60","Quận 7","Tp Hồ Chí Minh","10600000000","180","5","Phường Tân Phú","","0","","0"
"6","3","4.3","","45","Quận Thanh Xuân","Hà Nội","9800000000","0","5","Phường Khương Mai","","0","","0"
"5","5","4.5","16.5","70","Quận Tân Bình","Tp Hồ Chí Minh","9790000000","0","4","Phường 5","","0","","0"
"2","2","","","33","Quận Bình Tân","Tp Hồ Chí Minh","1520000000","66","2","Phường Tân Tạo","","4","","0"
"4","3","4","","65","Quận Cầu Giấy","Hà Nội","6400000000","0","4","Phường Nghĩa Đô","","0","","0"
"4","4","5.7","18","104","Quận Phú Nhuận","Tp Hồ Chí Minh","31000000000","300","5","Phường 10","","0","","0"
"5","9","4","21","84","Quận Tân Bình","Tp Hồ Chí Minh","11900000000","0","7","Phường 13","","0","","0"
"","4","","","85","Quận 7","Tp Hồ Chí Minh","6200000000","0","4","Phường Bình Thuận","","0","","0"
"4","3","","","22","Quận Đống Đa","Hà Nội","2780000000","22","0","Phường Khâm Thiên","","0","","0"
"2","5","17","","270","Quận Cầu Giấy","Hà Nội","74900000000","1080","5","Phường Trung Hoà","","0","","0"
"","6","7","19","135","Quận Tân Bình","Tp Hồ Chí Minh","17500000000","0","0","Phường 13","","0","","0"
"1","3","7","17.5","120","Thành phố Thủ Đức","Tp Hồ Chí Minh","4450000000","120","1","Phường Tân Phú (Quận 9 cũ)","","2","","0"
"1","2","5","17","87.7","Thành phố Thủ Đức","Tp Hồ Chí Minh","5500000000","0","1","Phường Tăng Nhơn Phú A (Quận 9 cũ)","","2","","0"
"1","2","6","","144","Thành phố Dĩ An","Bình Dương","3000000000","144","2","Phường Tân Đông Hiệp","","0","","0"
"4","4","","","60","Quận Hai Bà Trưng","Hà Nội","5500000000","60","0","Phường Minh Khai","","0","","0"
"3","4","3.5","12","41","Quận Phú Nhuận","Tp Hồ Chí Minh","6250000000","0","3","Phường 2","","0","","0"
"3","3","5","17","85","Thành phố Buôn Ma Thuột","Đắk Lắk","3900000000","170","2","Phường Tân Lợi","","2","","0"
"5","9","4","14","55","Quận Gò Vấp","Tp Hồ Chí Minh","7300000000","205","7","Phường 3","","6","","0"
"3","3","4","12","50","Quận Kiến An","Hải Phòng","1950000000","150","3","Phường Quán Trữ","","5","","0"
"","2","","","40.7","Quận 7","Tp Hồ Chí Minh","4100000000","75","2","Phường Phú Thuận","","0","","0"
"3","11","25","","800","Quận Nam Từ Liêm","Hà Nội","25000000000","0","0","Phường Phương Canh","","0","","0"
"1","2","4.1","13","54","Thành phố Thủ Đức","Tp Hồ Chí Minh","2650000000","54","1","Phường Tân Phú (Quận 9 cũ)","","8","","0"
"3","3","20","20","400","Quận Bình Tân","Tp Hồ Chí Minh","29000000000","500","5","Phường Bình Hưng Hoà B","","2","","0"
"3","3","","","50","Quận Kiến An","Hải Phòng","2250000000","150","3","Phường Đồng Hoà","","3","","0"
"","2","4","15","61","Quận Ninh Kiều","Cần Thơ","1850000000","90","1","Phường An Bình","","7","","0"
"3","3","","","50","Quận Lê Chân","Hải Phòng","2480000000","150","3","Phường Vĩnh Niệm","","5","","0"
"","3","5.9","19.5","118.5","Thành phố Buôn Ma Thuột","Đắk Lắk","2300000000","0","0","Phường Tân Thành","","0","","0"
"","4","8","18","100","Quận 12","Tp Hồ Chí Minh","6600000000","0","4","Phường Tân Chánh Hiệp","","0","","0"
"2","2","4.6","13","68","Quận 12","Tp Hồ Chí Minh","3900000000","100","2","Phường Tân Chánh Hiệp","","0","","0"
"","3","4","12","48","Quận 12","Tp Hồ Chí Minh","2450000000","0","0","Phường Thới An","","0","","0"
"4","4","4","12.5","50","Quận Hoàng Mai","Hà Nội","4980000000","200","4","Phường Hoàng Liệt","","0","","0"
"3","3","4","12.5","50","Quận Kiến An","Hải Phòng","1550000000","150","0","Phường Văn Đẩu","","0","","0"
"","2","5","9","50","Quận 12","Tp Hồ Chí Minh","2400000000","0","0","Phường Thới An","","0","","0"
"3","3","","","45","Quận Kiến An","Hải Phòng","2150000000","135","3","Phường Trần Thành Ngọ","","5","","0"
"4","4","3333","10","35","Quận Nam Từ Liêm","Hà Nội","3480000000","35","3","Phường Phương Canh","","8","","0"
"5","3","35","10","30","Huyện Hoài Đức","Hà Nội","3050000000","30","3","Xã Kim Chung","","0","","0"
"3","4","5.2","11","56","Quận 7","Tp Hồ Chí Minh","5500000000","0","3","Phường Phú Thuận","","0","","0"
"2","2","4.5","12","50","Huyện Hóc Môn","Tp Hồ Chí Minh","1670000000","70","1","Xã Xuân Thới Thượng","","8","","0"
"2","3","5.9","19","118.5","Thành phố Buôn Ma Thuột","Đắk Lắk","2300000000","120","2","Phường Tân Thành","","4","","0"
"4","4","5","12","60","Quận 7","Tp Hồ Chí Minh","11500000000","190","4","Phường Tân Phú","","0","","0"
"1","1","","","37.3","Quận 3","Tp Hồ Chí Minh","5200000000","0","1","Phường 5","","0","","0"
"","1","6","23","136","Quận 7","Tp Hồ Chí Minh","17000000000","136","1","Phường Tân Quy","","0","","0"
"3","4","5","22","119","Huyện Hóc Môn","Tp Hồ Chí Minh","6300000000","119","4","Xã Xuân Thới Sơn","","8","","0"
"1","1","8","28","210","Quận 7","Tp Hồ Chí Minh","26000000000","210","1","Phường Tân Kiểng","","0","","0"
"1","1","6","20","120","Quận 7","Tp Hồ Chí Minh","18000000000","120","1","Phường Tân Phú","","0","","0"
"1","2","12","18","104","Quận 7","Tp Hồ Chí Minh","19500000000","150","2","Phường Tân Quy","","0","","0"
"2","2","4","12","45","Huyện Hóc Môn","Tp Hồ Chí Minh","2750000000","60","2","Xã Tân Xuân","","6","","0"
"6","5","5","15","75","Quận 7","Tp Hồ Chí Minh","13800000000","360","5","Phường Tân Phú","","0","","0"
"1","2","5","15","75","Thành phố Biên Hòa","Đồng Nai","2200000000","140","2","Phường Hoá An","","5","","0"
"","1","8.5","23","195","Quận 7","Tp Hồ Chí Minh","74000000000","195","1","Phường Tân Quy","","0","","0"
"","3","4.5","17","68","Quận 12","Tp Hồ Chí Minh","3190000000","110","3","Phường Thạnh Xuân","","0","","0"
"1","2","5","20","95","Quận 7","Tp Hồ Chí Minh","13300000000","95","2","Phường Tân Thuận Tây","","0","","0"
"2","3","3.5","20","60","Quận 7","Tp Hồ Chí Minh","8000000000","120","2","Phường Tân Quy","","0","","0"
"4","7","4.5","50","335.2","Quận 12","Tp Hồ Chí Minh","18000000000","0","7","Phường Hiệp Thành","","0","","0"
"2","2","4","11.5","44","Quận Gò Vấp","Tp Hồ Chí Minh","4500000000","88","2","Phường 11","","6","","0"
"5","6","5","11","50","Quận Phú Nhuận","Tp Hồ Chí Minh","6900000000","0","6","Phường 4","","0","","0"
"2","11","6","34","180","Quận 7","Tp Hồ Chí Minh","11900000000","300","7","Phường Tân Thuận Tây","","0","","0"
"1","1","5","18","90","Quận 7","Tp Hồ Chí Minh","12500000000","90","1","Phường Tân Quy","","0","","0"
"4","4","4","23","90","Quận 7","Tp Hồ Chí Minh","8500000000","210","4","Phường Phú Thuận","","0","","0"
"2","2","4","13.3","53","Thành phố Thủ Đức","Tp Hồ Chí Minh","3790000000","76","2","Phường Tăng Nhơn Phú A (Quận 9 cũ)","Hướng Đông Bắc","5","","0"
"4","4","4","18","64","Quận Gò Vấp","Tp Hồ Chí Minh","7800000000","237","5","Phường 9","","5","","0"
"1","2","4","14","49","Quận 12","Tp Hồ Chí Minh","3170000000","49","1","Phường Hiệp Thành","","1","","0"
"2","3","4","7","20","Quận Tân Bình","Tp Hồ Chí Minh","2500000000","20","3","Phường 9","","0","","0"
"","4","6.55","22","167","Quận Bình Tân","Tp Hồ Chí Minh","11000000000","167","0","Phường Bình Hưng Hoà B","","0","","0"
"2","3","4","14","52","Quận Tân Phú","Tp Hồ Chí Minh","5700000000","96","3","Phường Tân Thới Hòa","Hướng Đông","1","","0"
"","3","4","11.5","45","Quận Gò Vấp","Tp Hồ Chí Minh","4500000000","0","2","Phường 11","","0","","0"
"4","4","4.5","16.5","75","Quận 7","Tp Hồ Chí Minh","16000000000","220","4","Phường Tân Hưng","","0","","0"
"2","2","4","10","40","Quận Ninh Kiều","Cần Thơ","2750000000","80","2","Phường An Khánh","","7","","0"
"","2","","","35","Quận Tân Bình","Tp Hồ Chí Minh","3900000000","70","0","Phường 2","","0","","0"
"3","2","3.5","9","30","Quận Thanh Xuân","Hà Nội","2700000000","30","2","Phường Khương Trung","","0","","0"
"","3","16","40","606","Huyện Lai Vung","Đồng Tháp","1450000000","0","1","Xã Long Thắng","","0","","0"
"3","3","4","11","44","Quận Bình Tân","Tp Hồ Chí Minh","3680000000","120","2","Phường Bình Hưng Hoà A","Hướng Bắc","4","","0"
"2","4","5","18","72","Quận 12","Tp Hồ Chí Minh","4400000000","64","4","Phường Thới An","","2","","0"
"2","4","4.32","24.5","103.9","Thành phố Thủ Đức","Tp Hồ Chí Minh","5050000000","0","2","Phường Phước Long B (Quận 9 cũ)","","0","","0"
